brand,name,type,country,ingredient_list,ingredient_count,claimed_concerns,positive_concerns,negative_concerns,condition_concerns,positive_count,negative_count,condition_count,has_fragrance,has_drying_alcohol,has_irritants,has_vitamin_c,has_hyaluronic_acid,has_niacinamide,has_ceramides,has_aha,has_bha,has_retinoids,has_peptides,has_antioxidants,antioxidant_list,humectant_list,emollient_list,occlusive_list,peptide_list,retinoid_list,exfoliant_list,plant_extract_list,absorbent_list,film_forming_list,texture_enhancer_list,fragrance_ingredients,irritant_ingredients,drying_alcohol_ingredients
Paula's Choice,Skin Perfecting 2% BHA Liquid Exfoliant,exfoliator,United States,"['Water' 'Methylpropanediol' 'Butylene Glycol' 'Salicylic Acid'
 'Polysorbate 20' 'Camellia Oleifera Leaf Extract' 'Sodium Hydroxide'
 'Tetrasodium EDTA']",8,"['good_for_oily_skin' 'reduces_large_pores' 'acne_fighting' 'brightening'
 'drying' 'irritating' 'eczema']",['good_for_oily_skin' 'reduces_large_pores' 'acne_fighting' 'brightening'],['drying' 'irritating'],['eczema'],4,2,1,False,False,False,False,False,False,False,False,True,False,False,True,['Camellia Oleifera Leaf Extract'],"['Methylpropanediol', 'Butylene Glycol', 'Salicylic Acid']",[],[],[],[],['Salicylic Acid'],['Camellia Oleifera Leaf Extract'],[],[],['Butylene Glycol'],[],[],[]
CeraVe,Renewing SA Cleanser,face cleanser,Canada,"['Water' 'Cocamidopropyl Hydroxysultaine' 'Glycerin'
 'Sodium Lauroyl Sarcosinate' 'Niacinamide' 'Gluconolactone'
 'Peg-150 Pentaerythrityl Tetrastearate' 'Sodium Methyl Cocoyl Taurate'
 'Zea Mays Oil' 'Ceramide NP' 'Ceramide AP' 'Ceramide EOP' 'Carbomer'
 'Calcium Gluconate' 'Sodium Chloride' 'Salicylic Acid' 'Sodium Benzoate'
 'Sodium Lauroyl Lactylate' 'Cholecalciferol Peg-12 Ether' 'Cholesterol'
 'Phenoxyethanol' 'Disodium EDTA' 'Tetrasodium EDTA'
 'Hydrolyzed Hyaluronic Acid' 'Phytosphingosine' 'Xanthan Gum'
 'Ethylhexylglycerin']",27,"['good_for_oily_skin' 'redness_reducing' 'reduces_large_pores'
 'anti_aging' 'acne_fighting' 'brightening' 'drying' 'acne_trigger'
 'irritating' 'eczema']","['good_for_oily_skin' 'redness_reducing' 'reduces_large_pores'
 'anti_aging' 'acne_fighting' 'brightening']",['drying' 'acne_trigger' 'irritating'],['eczema'],6,3,1,False,False,False,False,True,True,True,False,True,False,False,True,['Niacinamide'],"['Glycerin', 'Niacinamide', 'Salicylic Acid', 'Hydrolyzed Hyaluronic Acid', 'Ethylhexylglycerin']","['Ceramide NP', 'Ceramide AP', 'Ceramide EOP', 'Cholesterol', 'Phytosphingosine']",[],[],[],"['Gluconolactone', 'Salicylic Acid']",[],[],[],"['Glycerin', 'Carbomer', 'Sodium Chloride', 'Sodium Lauroyl Lactylate', 'Xanthan Gum']",[],[],[]
CeraVe,Moisturizing Cream,general moisturizer,Canada,"['Water' 'Glycerin' 'Cetearyl Alcohol' 'Caprylic/Capric Triglyceride'
 'Cetyl Alcohol' 'Ceteareth-20' 'Petrolatum' 'Potassium Phosphate'
 'Ceramide NP' 'Ceramide AP' 'Ceramide EOP' 'Carbomer' 'Dimethicone'
 'Behentrimonium Methosulfate' 'Sodium Lauroyl Lactylate'
 'Sodium Hyaluronate' 'Cholesterol' 'Phenoxyethanol' 'Disodium EDTA'
 'Dipotassium Phosphate' 'Tocopherol' 'Phytosphingosine' 'Xanthan Gum'
 'Ethylhexylglycerin']",24,"['redness_reducing' 'anti_aging' 'scar_healing' 'brightening'
 'may_worsen_oily_skin' 'acne_trigger' 'irritating']",['redness_reducing' 'anti_aging' 'scar_healing' 'brightening'],['may_worsen_oily_skin' 'acne_trigger' 'irritating'],[],4,3,0,False,False,False,False,True,False,True,False,False,False,False,True,"['Sodium Hyaluronate', 'Tocopherol']","['Glycerin', 'Sodium Hyaluronate', 'Ethylhexylglycerin']","['Cetearyl Alcohol', 'Caprylic/Capric Triglyceride', 'Cetyl Alcohol', 'Petrolatum', 'Ceramide NP', 'Ceramide AP', 'Ceramide EOP', 'Dimethicone', 'Cholesterol', 'Phytosphingosine']",['Petrolatum'],[],[],[],['Caprylic/Capric Triglyceride'],[],[],"['Glycerin', 'Cetearyl Alcohol', 'Caprylic/Capric Triglyceride', 'Cetyl Alcohol', 'Carbomer', 'Behentrimonium Methosulfate', 'Sodium Lauroyl Lactylate', 'Xanthan Gum']",[],[],[]
CeraVe,Daily Moisturizing Lotion,general moisturizer,Canada,"['Water' 'Glycerin' 'Caprylic/Capric Triglyceride' 'Cetearyl Alcohol'
 'Cetyl Alcohol' 'Potassium Phosphate' 'Ceramide NP' 'Ceramide AP'
 'Ceramide EOP' 'Carbomer' 'Dimethicone' 'Ceteareth-20'
 'Behentrimonium Methosulfate' 'Methylparaben' 'Sodium Lauroyl Lactylate'
 'Cholesterol' 'Disodium EDTA' 'Dipotassium Phosphate' 'Propylparaben'
 'Hydrolyzed Hyaluronic Acid' 'Phytosphingosine' 'Xanthan Gum'
 'Polysorbate 20' 'Polyglyceryl-3 Diisostearate']",24,['redness_reducing' 'anti_aging' 'acne_trigger'],['redness_reducing' 'anti_aging'],['acne_trigger'],[],2,1,0,False,False,False,False,True,False,True,False,False,False,False,False,[],"['Glycerin', 'Hydrolyzed Hyaluronic Acid']","['Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Cetyl Alcohol', 'Ceramide NP', 'Ceramide AP', 'Ceramide EOP', 'Dimethicone', 'Cholesterol', 'Phytosphingosine', 'Polyglyceryl-3 Diisostearate']",[],[],[],[],['Caprylic/Capric Triglyceride'],[],[],"['Glycerin', 'Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Cetyl Alcohol', 'Carbomer', 'Behentrimonium Methosulfate', 'Sodium Lauroyl Lactylate', 'Xanthan Gum']",[],[],[]
The Ordinary,Hyaluronic Acid 2% + B5,facial treatment,Canada,"['Water' 'Sodium Hyaluronate' 'Pentylene Glycol' 'Propanediol'
 'Sodium Hyaluronate Crosspolymer' 'Panthenol'
 'Ahnfeltia Concinna Extract' 'Glycerin'
 'Trisodium Ethylenediamine Disuccinate' 'Citric Acid' 'Isoceteth-20'
 'Ethoxydiglycol' 'Ethylhexylglycerin' 'Hexylene Glycol' '2-Hexanediol'
 'Phenoxyethanol' 'Caprylyl Glycol']",17,['reduces_irritation' 'reduces_large_pores' 'drying' 'irritating'],['reduces_irritation' 'reduces_large_pores'],['drying' 'irritating'],[],2,2,0,False,False,False,False,True,False,False,True,False,False,False,True,"['Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Ahnfeltia Concinna Extract']","['Sodium Hyaluronate', 'Pentylene Glycol', 'Sodium Hyaluronate Crosspolymer', 'Panthenol', 'Glycerin', 'Ethylhexylglycerin']",[],[],[],[],[],"['Ahnfeltia Concinna Extract', 'Caprylyl Glycol']",[],[],"['Propanediol', 'Ahnfeltia Concinna Extract', 'Glycerin', 'Ethoxydiglycol', 'Hexylene Glycol']",[],[],[]
CeraVe,Foaming Facial Cleanser,face cleanser,Canada,"['Water' 'Cocamidopropyl Hydroxysultaine' 'Glycerin'
 'Sodium Lauroyl Sarcosinate' 'Peg-150 Pentaerythrityl Tetrastearate'
 'Niacinamide' 'Peg-6 Caprylate/Caprate' 'Sodium Methyl Cocoyl Taurate'
 'Propylene Glycol' 'Ceramide NP' 'Ceramide AP' 'Ceramide EOP' 'Carbomer'
 'Methylparaben' 'Sodium Chloride' 'Sodium Lauroyl Lactylate'
 'Cholesterol' 'Disodium EDTA' 'Propylparaben' 'Citric Acid'
 'Tetrasodium EDTA' 'Hydrolyzed Hyaluronic Acid' 'Phytosphingosine'
 'Xanthan Gum']",24,"['good_for_oily_skin' 'redness_reducing' 'reduces_large_pores'
 'anti_aging' 'acne_fighting' 'brightening' 'drying' 'acne_trigger'
 'irritating']","['good_for_oily_skin' 'redness_reducing' 'reduces_large_pores'
 'anti_aging' 'acne_fighting' 'brightening']",['drying' 'acne_trigger' 'irritating'],[],6,3,0,False,False,False,False,True,True,True,True,False,False,False,True,['Niacinamide'],"['Glycerin', 'Niacinamide', 'Propylene Glycol', 'Hydrolyzed Hyaluronic Acid']","['Ceramide NP', 'Ceramide AP', 'Ceramide EOP', 'Cholesterol', 'Phytosphingosine']",[],[],[],[],[],[],[],"['Glycerin', 'Propylene Glycol', 'Carbomer', 'Sodium Chloride', 'Sodium Lauroyl Lactylate', 'Xanthan Gum']",[],[],[]
A'Pieu,Pure Block Natural Waterproof Sun Cream SPF50+ PA+++,sunscreen,South Korea,"['Water' 'Octocrylene' 'Citrullus Lanatus Fruit Extract'
 'Dimethicone/Vinyl Dimethicone Crosspolymer' 'Sorbitan Isostearate'
 'Aluminum Hydroxide' 'Disteardimonium Hectorite' 'Potassium Sorbate'
 'Ci 77891' 'Caprylyl Glycol' 'Butylphenyl Methylpropional' 'Glycerin'
 'Cetyl Peg/Ppg-10/1 Dimethicone' 'Disodium EDTA' 'Phenoxyethanol'
 'Cyclopentasiloxane' 'Aloe Barbadensis Leaf Extract'
 'Ethylhexyl Salicylate' 'Parfum' 'Dimethicone' 'Sodium Chloride'
 'Citrus Aurantium Dulcis Oil' 'Ethylhexylglycerin'
 'Prunus Persica Flower Extract' 'Stearic Acid' 'Citrulline'
 'Citrus Aurantifolia Fruit Extract' 'Sodium Benzoate'
 'Pyrus Malus Flower Extract' 'Silica Dimethyl Silylate'
 'Ethylhexyl Methoxycinnamate' 'Ci 77231' 'Prunus Domestica Seed Extract'
 'Methyl Methacrylate Crosspolymer' 'Butylene Glycol' 'Cyclohexasiloxane'
 'Limonene' 'Punica Granatum Extract' 'Vanilla Tahitensis Fruit Extract'
 'C12-15 Alkyl Benzoate']",40,"['drying' 'may_worsen_oily_skin' 'acne_trigger' 'irritating' 'rosacea'
 'eczema']",[],['drying' 'may_worsen_oily_skin' 'acne_trigger' 'irritating'],['rosacea' 'eczema'],0,4,2,True,False,True,False,False,False,False,False,False,False,False,True,"['Citrullus Lanatus Fruit Extract', 'Aloe Barbadensis Leaf Extract', 'Prunus Persica Flower Extract', 'Citrus Aurantifolia Fruit Extract', 'Pyrus Malus Flower Extract', 'Prunus Domestica Seed Extract', 'Punica Granatum Extract', 'Vanilla Tahitensis Fruit Extract']","['Glycerin', 'Aloe Barbadensis Leaf Extract', 'Ethylhexylglycerin', 'Butylene Glycol']","['Cyclopentasiloxane', 'Dimethicone', 'Stearic Acid', 'Cyclohexasiloxane', 'C12-15 Alkyl Benzoate']",[],[],[],[],"['Citrullus Lanatus Fruit Extract', 'Caprylyl Glycol', 'Aloe Barbadensis Leaf Extract', 'Citrus Aurantium Dulcis Oil', 'Prunus Persica Flower Extract', 'Citrus Aurantifolia Fruit Extract', 'Pyrus Malus Flower Extract', 'Prunus Domestica Seed Extract', 'Limonene', 'Punica Granatum Extract', 'Vanilla Tahitensis Fruit Extract']",['Aluminum Hydroxide'],[],"['Dimethicone/Vinyl Dimethicone Crosspolymer', 'Aluminum Hydroxide', 'Glycerin', 'Sodium Chloride', 'Stearic Acid', 'Silica Dimethyl Silylate', 'Butylene Glycol', 'C12-15 Alkyl Benzoate']","['Butylphenyl Methylpropional', 'Parfum', 'Citrus Aurantium Dulcis Oil', 'Limonene']","['Butylphenyl Methylpropional', 'Parfum', 'Citrus Aurantium Dulcis Oil', 'Limonene']",[]
"Person & Covey, Inc.",Solbar Avo SPF 35,sunscreen,United States,"['Homosalate 8%' 'Ethylhexyl Methoxycinnamate 7.5%' 'Benzophenone-3 6%'
 'Butyl Methoxydibenzoylmethane 3%' 'Water' 'Isobutyl Stearate' 'Glycerin'
 'Benzyl Alcohol' 'Simethicone' 'Cetyl Phosphate' 'Triethanolamine'
 'Stearic Acid' 'Silica' 'Carbomer' 'Butyl Acrylate' 'Disodium EDTA']",16,['may_worsen_oily_skin' 'irritating' 'rosacea' 'eczema'],[],['may_worsen_oily_skin' 'irritating'],['rosacea' 'eczema'],0,2,2,False,False,False,False,False,False,False,False,False,False,False,False,[],['Glycerin'],['Stearic Acid'],['Silica'],[],[],[],[],['Silica'],[],"['Glycerin', 'Benzyl Alcohol', 'Stearic Acid', 'Silica', 'Carbomer']",[],[],[]
Nivea,Daily Essentials Mattifying Day Cream,day moisturizer,Germany,"['Water' 'Glycerin' 'Alcohol Denat.' 'Cyclomethicone' 'Tapioca Starch'
 'Ethylhexyl Salicylate' 'Methylpropanediol'
 'Butylene Glycol Dicaprylate/Dicaprate' 'Cetearyl Alcohol'
 'Glucosylrutin' 'Isoquercitrin' 'Calcium Pantothenate'
 'Magnesium Chloride' 'Zinc Oxide' 'Sodium Chloride'
 'Cetearyl Isononanoate' 'Sodium Stearoyl Glutamate' 'Dimethiconol'
 'Butyl Methoxydibenzoylmethane' 'Carbomer' 'Sodium Polyacrylate'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer' 'Trisodium EDTA'
 'Sodium Hydroxide' 'Phenoxyethanol' 'Benzophenone' 'Benzyl Alcohol'
 'Linalool' 'Geraniol' 'Citronellol' 'Parfum']",31,['drying' 'acne_trigger' 'irritating' 'rosacea'],[],['drying' 'acne_trigger' 'irritating'],['rosacea'],0,3,1,True,True,True,False,False,False,False,False,False,False,False,True,['Calcium Pantothenate'],"['Glycerin', 'Methylpropanediol']","['Cyclomethicone', 'Cetearyl Alcohol', 'Dimethiconol']",['Zinc Oxide'],[],[],[],"['Linalool', 'Citronellol']","['Tapioca Starch', 'Zinc Oxide', 'Sodium Polyacrylate']",['Sodium Polyacrylate'],"['Glycerin', 'Tapioca Starch', 'Cetearyl Alcohol', 'Magnesium Chloride', 'Sodium Chloride', 'Carbomer', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Benzyl Alcohol']","['Linalool', 'Geraniol', 'Citronellol', 'Parfum']","['Alcohol Denat.', 'Linalool', 'Geraniol', 'Citronellol', 'Parfum']",['Alcohol Denat.']
Kose Cosmeport,Sekkisei Clear Wellness UV Sunscreen Essence Gel SPF 50+ PA++++,sunscreen,Japan,"['Water' 'Zinc Oxide' 'Alcohol Denat.' 'Ethylhexyl Methoxycinnamate'
 'Cetyl Ethylhexanoate' 'Isododecane' 'Dimethicone'
 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine'
 'Diethylamino Hydroxybenzoyl Hexyl Benzoate' 'Polysilicone-15'
 'Dipropylene Glycol' 'Peg-Crosspolymer' 'Isotridecyl Isononanoate'
 'Alpinia Uraiensis Leaf Extract' 'Nelumbo Nucifera Flower Extract'
 'Betula Alba Bark Extract' 'Althaea Officinalis Root Extract'
 'Secale Cereale Seed Extract' 'Prunus Avium Fruit Juice'
 'Lonicera Caerulea Fruit Juice' 'Butylene Glycol' 'BHA'
 'Peg-10 Hydrogenated Castor Oil'
 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer' 'Glycerin'
 'Algin' 'Isohexadecane' 'Sorbitan Oleate' 'Xanthan Gum' 'Cyclomethicone'
 'Squalane' 'Stearoyl Inulin' 'Polyglyceryl-10 Stearate'
 'Triethoxycaprylylsilane' 'Trimethylsiloxysilicate' 'Polysorbate 80'
 'Polyhydroxystearic Acid' 'Polyvinyl Alcohol' 'Polyvinyl Acetate'
 'Lauroyl Lysine' 'Synthetic Fluorphlogopite' 'Tin Oxide' 'Phenoxyethanol'
 'Parfum' 'Titanium Dioxide']",45,['acne_trigger' 'irritating'],[],['acne_trigger' 'irritating'],[],0,2,0,True,True,True,False,False,False,False,False,False,False,False,True,"['Alpinia Uraiensis Leaf Extract', 'Nelumbo Nucifera Flower Extract', 'Betula Alba Bark Extract', 'Althaea Officinalis Root Extract', 'Secale Cereale Seed Extract', 'BHA', 'Algin', 'Squalane']","['Butylene Glycol', 'Glycerin', 'Polyglyceryl-10 Stearate', 'Trimethylsiloxysilicate', 'Lauroyl Lysine']","['Cetyl Ethylhexanoate', 'Dimethicone', 'Algin', 'Cyclomethicone', 'Squalane', 'Lauroyl Lysine']","['Zinc Oxide', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Trimethylsiloxysilicate', 'Tin Oxide', 'Titanium Dioxide']",[],[],[],"['Alpinia Uraiensis Leaf Extract', 'Nelumbo Nucifera Flower Extract', 'Betula Alba Bark Extract', 'Althaea Officinalis Root Extract', 'Secale Cereale Seed Extract', 'Algin']",['Zinc Oxide'],['Polyvinyl Alcohol'],"['Cetyl Ethylhexanoate', 'Dipropylene Glycol', 'Butylene Glycol', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Glycerin', 'Isohexadecane', 'Xanthan Gum', 'Triethoxycaprylylsilane', 'Polyvinyl Alcohol', 'Synthetic Fluorphlogopite']",['Parfum'],"['Alcohol Denat.', 'Parfum']",['Alcohol Denat.']
VZK,Sun Protection Cream SPF 50+ Anti-Age,sunscreen,Serbia,"['Water' 'Ethylhexyl Methoxycinnamate' 'C12-15 Alkyl Benzoate'
 'Octocrylene' 'Butyl Methoxydibenzoylmethane' 'Homosalate'
 'Benzophenone-3' 'Triceteareth-4 Phosphate' 'Cetearyl Alcohol' 'Glycerin'
 'Titanium Dioxide' 'Ethylhexyl Triazone' 'Dimethicone'
 'Butyrospermum Parkii Butter' 'Myristyl Myristate' 'Beheneth-25'
 'Phenoxyethanol' 'Silica' 'Xanthan Gum' 'Ethylhexylglycerin'
 'Disodium EDTA' 'Alpha-Isomethyl Ionone' 'Coumarin' 'Limonene' 'Linalool']",25,['acne_trigger' 'irritating' 'rosacea' 'eczema'],[],['acne_trigger' 'irritating'],['rosacea' 'eczema'],0,2,2,True,False,True,False,False,False,False,False,False,False,False,True,"['Butyrospermum Parkii Butter', 'Coumarin']","['Glycerin', 'Ethylhexylglycerin']","['C12-15 Alkyl Benzoate', 'Cetearyl Alcohol', 'Dimethicone', 'Butyrospermum Parkii Butter', 'Myristyl Myristate']","['Titanium Dioxide', 'Myristyl Myristate', 'Silica']",[],[],[],"['Butyrospermum Parkii Butter', 'Coumarin', 'Limonene', 'Linalool']",['Silica'],[],"['C12-15 Alkyl Benzoate', 'Cetearyl Alcohol', 'Glycerin', 'Myristyl Myristate', 'Silica', 'Xanthan Gum']","['Alpha-Isomethyl Ionone', 'Limonene', 'Linalool']","['Alpha-Isomethyl Ionone', 'Limonene', 'Linalool']",[]
"Person & Covey, Inc.",Solbar Fifty SPF 50,sunscreen,United States,"['Octocrylene 10%' 'Ethylhexyl Methoxycinnamate 7.5%' 'Benzophenone-3 6%'
 'Butyl Methoxydibenzoylmethane 1%' 'Water'
 'Propylene Glycol Dicaprylate/Dicaprate' 'Dimethicone' 'Stearic Acid'
 'Pvp' 'Vp/Eicosene Copolymer' 'Cetyl Phosphate' 'Glycerin'
 'Benzyl Alcohol' 'Cetyl Alcohol' 'Sodium Hydroxide'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer' 'Citric Acid']",17,['may_worsen_oily_skin' 'irritating' 'rosacea' 'eczema'],[],['may_worsen_oily_skin' 'irritating'],['rosacea' 'eczema'],0,2,2,False,False,False,False,False,False,False,True,False,False,False,False,[],"['Propylene Glycol Dicaprylate/Dicaprate', 'Glycerin']","['Dimethicone', 'Stearic Acid', 'Cetyl Alcohol']",['Propylene Glycol Dicaprylate/Dicaprate'],[],[],[],[],[],"['PVP', 'VP/Eicosene Copolymer']","['Stearic Acid', 'Glycerin', 'Benzyl Alcohol', 'Cetyl Alcohol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer']",[],[],[]
Clarins,UV Plus Anti-Pollution Sunscreen SPF 50,sunscreen,France,"['Alcohol' 'Aluminum Hydroxide' 'Aluminum Starch Octenylsuccinate' 'Water'
 'Benzyl Benzoate' 'Benzyl Salicylate' 'Biosaccharide Gum-4'
 'Butylene Glycol' 'Butylphenyl Methylpropional'
 'Camellia Sinensis Leaf Extract' 'Citronellol'
 'Cucumis Melo Fruit Extract' 'Cyclopentasiloxane' 'Dimethicone'
 'Disodium EDTA' 'Geraniol' 'Glycerin' 'Hexyl Cinnamal' 'Hexyl Laurate'
 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde'
 'Hydroxypropyltrimonium Maltodextrin Crosspolymer'
 'Lapsana Communis Flower/Leaf/Stem Extract' 'Limonene' 'Linalool' 'Mica'
 'Parfum' 'Peg-7' 'Ppg-20' 'Pentylene Glycol' 'Phenoxyethanol'
 'Peg-9 Polydimethylsiloxyethyl Dimethicone' 'Polyglyceryl-4 Isostearate'
 'Potassium Sorbate' 'Rhodiola Rosea Root Extract' 'Sodium Chloride'
 'Sodium Lauryl Sulfate' 'Stearic Acid' 'Thermus Thermophillus Ferment'
 'Titanium Dioxide' 'Tocopheryl Acetate']",40,"['brightening' 'drying' 'may_worsen_oily_skin' 'acne_trigger' 'irritating'
 'rosacea' 'eczema']",['brightening'],['drying' 'may_worsen_oily_skin' 'acne_trigger' 'irritating'],['rosacea' 'eczema'],1,4,2,True,False,True,False,False,False,False,False,False,False,False,True,"['Camellia Sinensis Leaf Extract', 'Cucumis Melo Fruit Extract', 'Lapsana Communis Flower/Leaf/Stem Extract', 'Rhodiola Rosea Root Extract', 'Thermus Thermophillus Ferment', 'Tocopheryl Acetate']","['Butylene Glycol', 'Glycerin', 'Pentylene Glycol']","['Alcohol', 'Cyclopentasiloxane', 'Dimethicone', 'Hexyl Laurate', 'Polyglyceryl-4 Isostearate', 'Stearic Acid']","['Mica', 'Titanium Dioxide']",[],[],[],"['Benzyl Benzoate', 'Camellia Sinensis Leaf Extract', 'Citronellol', 'Cucumis Melo Fruit Extract', 'Lapsana Communis Flower/Leaf/Stem Extract', 'Limonene', 'Linalool']","['Aluminum Hydroxide', 'Aluminum Starch Octenylsuccinate']",[],"['Aluminum Hydroxide', 'Aluminum Starch Octenylsuccinate', 'Butylene Glycol', 'Glycerin', 'Mica', 'Sodium Chloride', 'Stearic Acid']","['Benzyl Benzoate', 'Benzyl Salicylate', 'Butylphenyl Methylpropional', 'Citronellol', 'Geraniol', 'Hexyl Cinnamal', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde', 'Limonene', 'Linalool', 'Parfum']","['Alcohol', 'Benzyl Salicylate', 'Butylphenyl Methylpropional', 'Citronellol', 'Geraniol', 'Hexyl Cinnamal', 'Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde', 'Limonene', 'Linalool', 'Parfum', 'Sodium Lauryl Sulfate']",[]
Nivea,Daily Essentials Refreshing Facial Wash Gel,face cleanser,Germany,"['Water' 'Cocamidopropyl Betaine' 'Sodium Myreth Sulfate'
 'Acrylates Copolymer' 'Glycerin' 'Nelumbo Nucifera Flower Extract'
 'Tocopherol' 'Tocopheryl Acetate' 'Lauryl Glucoside'
 'Sodium Lauryl Sulfate' 'Peg-40 Hydrogenated Castor Oil'
 'Peg-200 Hydrogenated Glyceryl Palmate' 'Benzophenone-4'
 'Sodium Chloride' 'Polyquaternium-10' 'Sodium Hydroxide' 'Phenoxyethanol'
 'Methylparaben' 'Ethylparaben' 'Sodium Sulfate' 'Geraniol'
 'Benzyl Alcohol' 'Linalool' 'Triethanolamine' 'Parfum' 'Ci 42090'
 'Ci 16035']",27,"['anti_aging' 'scar_healing' 'brightening' 'drying' 'may_worsen_oily_skin'
 'acne_trigger' 'irritating']",['anti_aging' 'scar_healing' 'brightening'],['drying' 'may_worsen_oily_skin' 'acne_trigger' 'irritating'],[],3,4,0,True,False,True,False,False,False,False,False,False,False,False,True,"['Nelumbo Nucifera Flower Extract', 'Tocopherol', 'Tocopheryl Acetate']",['Glycerin'],"['Acrylates Copolymer', 'PEG-40 Hydrogenated Castor Oil', 'Polyquaternium-10']",[],[],[],[],"['Nelumbo Nucifera Flower Extract', 'PEG-40 Hydrogenated Castor Oil', 'Linalool']",[],"['Acrylates Copolymer', 'Polyquaternium-10']","['Cocamidopropyl Betaine', 'Acrylates Copolymer', 'Glycerin', 'PEG-40 Hydrogenated Castor Oil', 'PEG-200 Hydrogenated Glyceryl Palmate', 'Sodium Chloride', 'Polyquaternium-10', 'Benzyl Alcohol']","['Geraniol', 'Linalool', 'Parfum']","['Sodium Lauryl Sulfate', 'Geraniol', 'Linalool', 'Parfum']",[]
Jack Black,Pure Clean Daily Facial Cleanser,face cleanser,United States,"['Water' 'Sodium C14-16 Olefin Sulfonate' 'Disodium Cocoamphodiacetate'
 'Aloe Barbadensis Leaf Juice' 'Cocamidopropyl Betaine'
 'Sodium Lauroyl Oat Amino Acids' 'Glycol Distearate' 'Peg-150 Distearate'
 'Hamamelis Virginiana Extract' 'Glycerin'
 'Lavandula Angustifolia Extract' 'Salvia Officinalis Leaf Extract'
 'Anthemis Nobilis Flower Oil' 'Rosmarinus Officinalis Leaf Oil'
 'Salvia Officinalis Leaf' 'Backhousia Citriodora Leaf Oil'
 'Peg-8 Dimethicone' 'Sodium Chloride' 'Sodium PCA' 'Cetyl Alcohol'
 'Citric Acid' 'Benzyl Alcohol' 'Dehydroacetic Acid']",23,['drying' 'acne_trigger'],[],['drying' 'acne_trigger'],[],0,2,0,True,False,True,False,False,False,False,True,False,False,False,True,"['Aloe Barbadensis Leaf Juice', 'Hamamelis Virginiana Extract', 'Lavandula Angustifolia Extract', 'Salvia Officinalis Leaf Extract']","['Aloe Barbadensis Leaf Juice', 'Glycerin', 'PEG-8 Dimethicone', 'Sodium PCA']",['Cetyl Alcohol'],['Glycol Distearate'],[],[],[],"['Aloe Barbadensis Leaf Juice', 'Hamamelis Virginiana Extract', 'Lavandula Angustifolia Extract', 'Salvia Officinalis Leaf Extract', 'Rosmarinus Officinalis Leaf Oil']",[],[],"['Cocamidopropyl Betaine', 'Glycol Distearate', 'Glycerin', 'Sodium Chloride', 'Cetyl Alcohol', 'Benzyl Alcohol']",['Rosmarinus Officinalis Leaf Oil'],"['Sodium C14-16 Olefin Sulfonate', 'Rosmarinus Officinalis Leaf Oil']",[]
Wardah,UV Shield Aqua Fresh Essence SPF 50 PA++++,sunscreen,Indonesia,"['Water' 'Ethylhexyl Methoxycinnamate' 'Ethylhexyl Salicylate'
 'Homosalate' 'Butyl Methoxydibenzoylmethane' 'Octocrylene'
 'Polymethyl Methacrylate' 'Butylene Glycol' 'Butyloctyl Salicylate'
 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine' 'Cyclopentasiloxane'
 'Cyclohexasiloxane' 'Arachidyl Alcohol' 'Polyester-7' 'Behenyl Alcohol'
 'Bisabolol' 'Cetyl Alcohol' 'Phenoxyethanol' 'Stearyl Alcohol'
 'Neopentyl Glycol Diheptanoate' 'Chlorphenesin' 'Arachidyl Glucoside'
 'Propanediol' 'Polyacrylate-13' 'Disodium EDTA' 'Parfum' 'Polyisobutene'
 'Pongamia Glabra Seed Oil' 'Polysorbate 20'
 'Artemisia Capillaris Flower Extract']",30,['reduces_irritation' 'irritating' 'rosacea' 'eczema'],['reduces_irritation'],['irritating'],['rosacea' 'eczema'],1,1,2,True,False,True,False,False,False,False,False,False,False,False,True,"['Bisabolol', 'Pongamia Glabra Seed Oil', 'Artemisia Capillaris Flower Extract']",['Butylene Glycol'],"['Butyloctyl Salicylate', 'Cyclopentasiloxane', 'Cyclohexasiloxane', 'Arachidyl Alcohol', 'Cetyl Alcohol', 'Neopentyl Glycol Diheptanoate', 'Pongamia Glabra Seed Oil']",[],[],[],[],"['Bisabolol', 'Pongamia Glabra Seed Oil', 'Artemisia Capillaris Flower Extract']",[],['Polyisobutene'],"['Butylene Glycol', 'Arachidyl Alcohol', 'Behenyl Alcohol', 'Cetyl Alcohol', 'Stearyl Alcohol', 'Neopentyl Glycol Diheptanoate', 'Propanediol', 'Polyisobutene']",['Parfum'],['Parfum'],[]
